ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity,Duration,Magnitude
2804,FF-2006-000039-YEM,Yemen,0,44.1777,14.5368,10706.76,2006-02-20,2006-02-23,News,5,2000,Heavy rain,1.0,3.0,10.37724288533279
2805,0,Vietnam,0,106.928,17.0428,17541.13,2006-02-14,2006-02-21,News,0,500,Heavy rain,2.0,7.0,12.411361017639603
2806,0,Brazil,0,-70.2968,-9.14637,149086.15,2006-02-13,2006-03-20,News,3,33000,Heavy rain,1.0,35.0,15.46762766725024
2807,FL-2006-000027-IDN,Indonesia,0,124.664,1.07274,33830.6,2006-02-13,2006-02-23,News,33,17500,Monsoonal rain,1.0,10.0,12.731706090349034
2808,0,USA,0,-157.97,21.494,3020.97,2006-02-21,2006-03-06,News,0,0,Heavy rain,1.0,13.0,10.578282608312307
2809,FL-2006-000041-SRB,Serbia,Montenegro,20.8258,42.6033,10087.24,2006-02-21,2006-03-01,News,0,1200,Rain and snowmelt,1.0,8.0,11.298468079452515
2810,FL-2006-000029-NAM,Namibia,0,17.9801,-24.5303,16107.27,2006-02-24,2006-02-28,News,5,2100,"Dam/Levy, break or release",2.0,4.0,11.766467543528139
2811,0,Malaysia,0,101.653,3.11572,1175.07,2006-02-26,2006-02-26,News,0,9000,Brief torrential rain,1.0,1e-10,-15.956767930668601
2812,0,Papua New Guinea,0,144.381,-5.79946,7506.79,2006-02-18,2006-02-24,News,6,5000,Heavy rain,1.0,6.0,10.715322692518745
2813,0,Australia,0,152.621,-30.2302,33679.3,2006-03-01,2006-03-08,News,0,0,Heavy rain,1.0,7.0,12.370548833347609
2814,0,Philippines,0,125.565,7.17194,628.611,2006-03-04,2006-03-06,News,1,1000,Heavy rain,1.0,2.0,7.136659803974885
2815,0,Australia,0,114.989,-27.41,37924.86,2006-03-03,2006-03-23,News,0,0,Tropical Cyclone,2.0,20.0,14.232241566827481
2816,0,Malawi,0,35.1189,-14.5915,64885.47,2006-03-07,2006-03-14,News,3,8000,Heavy rain,2.0,7.0,13.719436324345159
2817,0,Greece,Turkey,25.5658,40.8959,19592.43,2006-03-09,2006-03-25,News,0,0,Rain and snowmelt,1.0,16.0,12.655487268364705
2818,0,USA,0,-86.4197,38.254,6790.16,2006-03-12,2006-03-22,News,2,0,Heavy rain,1.0,10.0,11.12581487733396
2819,0,Romania,0,23.3742,44.2513,143715.08,2006-03-13,2006-03-23,News,0,10000,Snowmelt,2.0,10.0,14.871320280964193
2820,0,USA,0,-159.5,22.1481,585.622,2006-03-14,2006-03-23,News,7,0,"Dam/Levy, break or release",1.0,9.0,8.56989910758366
2821,0,Australia,0,145.536,-17.9086,464470.79,2006-03-20,2006-04-17,News,0,7000,Tropical Cyclone,2.0,28.0,17.074005641171457
2822,0,USA,0,-96.9701,33.1445,16205.26,2006-03-18,2006-03-25,News,1,0,Heavy rain,1.0,7.0,11.639001308932983
2823,FL-2006-000042-COL,Colombia,0,-75.5975,5.43477,157985.09,2006-03-22,2006-06-02,News,130,60000,Heavy rain,1.0,72.0,16.246922059483698
2824,0,Australia,0,137.662,-33.9721,57624.36,2006-03-27,2006-03-29,News,0,0,Brief torrential rain,2.0,2.0,12.347995035066493
2825,0,South Africa,0,24.8268,-27.4397,2497.43,2006-03-26,2006-03-30,News,6,4160,Heavy rain,1.0,4.0,9.209311843221778
2826,FL-2006-000045-CZE,Czech Republic,Germany,16.0942,49.862,196114.53,2006-03-28,2006-04-17,News,9,11000,Rain and snowmelt,2.0,20.0,15.875333558403053
2827,FL-2006-000045-HUN,Slovakia,Hungary,19.0844,48.6664,73291.88,2006-03-28,2006-05-09,News,3,6020,Snowmelt,2.0,42.0,15.633021902955567
2828,0,Australia,0,115.125,-25.677,191822.7,2006-03-30,2006-04-05,News,0,500,Tropical Cyclone,1.0,6.0,13.9560862561069
2829,0,USA,0,-96.8936,47.0035,15349.57,2006-03-30,2006-04-25,News,1,0,Rain and snowmelt,1.0,26.0,12.896939277615138
2830,0,Israel,0,35.0714,32.2355,11509.73,2006-04-02,2006-04-03,News,5,0,Brief torrential rain,1.0,1.0,9.350948043578061
2831,0,USA,0,-157.847,21.3538,529.715,2006-03-31,2006-04-03,News,0,0,Heavy rain,1.0,3.0,7.370951414733447
2832,FL-2006-000045-SRB,Serbia-Montenegro,Croatia,20.7493,45.2621,40531.48,2006-04-04,2006-05-11,News,0,1500,Snowmelt,2.0,37.0,14.913899328320694
2833,FL-2006-000074-YEM,Yemen,0,43.8761,15.0975,91481.44,2006-04-03,2006-04-06,News,25,0,Heavy rain,1.0,3.0,12.522503677826542
2834,0,USA,0,-120.675,37.6911,44107.11,2006-04-04,2006-04-17,News,1,600,Heavy rain,1.0,13.0,13.259325630390999
2835,0,Israel,0,35.2306,32.4776,2497.52,2006-04-05,2006-04-07,News,0,0,Brief torrential rain,2.0,2.0,9.209347879618543
2836,0,Australia,0,132.387,-14.1837,39365.97,2006-04-05,2006-04-10,News,0,1100,Monsoonal rain,1.0,5.0,12.190094928927792
2837,FF-2006-000046-KEN,Kenya,0,37.5348,2.25351,538045.66,2006-04-04,2006-05-22,News,60,17300,Heavy rain,1.0,48.0,17.066899716339044
2838,FL-2006-000047-COD,Democratic Republic of Congo,0,16.1707,-4.36386,45525.91,2006-04-08,2006-04-27,News,6,0,Heavy rain,1.0,19.0,13.670475872579495
2839,FL-2006-000045-ROM,Romania,Bulgaria,23.8669,44.4976,144631.5,2006-04-07,2006-05-24,News,0,17000,Rain and snowmelt,2.0,47.0,16.425239189576263
2840,0,Dominican Republic,0,-70.6918,19.4638,15650.91,2006-04-11,2006-04-15,News,1,0,Heavy rain,1.0,4.0,11.044578702362577
2841,0,Canada,0,-96.9531,49.8493,9215.51,2006-04-11,2006-05-09,News,0,40,Rain and snowmelt,1.0,28.0,12.46084772329461
2842,0,Brazil,0,-52.288,-2.80933,1164021.58,2006-03-25,2006-04-23,News,8,116000,Heavy rain,1.0,29.0,17.33468727660704
2843,0,Georgia,0,42.8313,42.2677,29216.79,2006-04-15,2006-04-24,News,0,600,"Dam/Levy, break or release",1.0,9.0,12.479723400343435
2844,0,India,0,82.8115,17.4335,190869.85,2006-04-15,2006-04-18,News,20,0,Heavy rain,1.0,3.0,13.257959349816536
2845,0,Canada,0,-103.358,53.536,63265.46,2006-04-12,2006-04-24,News,0,1000,Heavy rain,2.0,12.0,14.2331486339478
2846,0,Papua New Guinea,0,143.217,-4.26192,41563.97,2006-04-12,2006-04-18,News,0,400,Heavy rain,1.0,6.0,12.426748434421869
2847,0,Ethiopia,0,41.6293,10.9861,83386.69,2006-04-09,2006-04-25,News,0,10000,Heavy rain,1.0,16.0,14.10383270552427
2848,FF-2006-000049-IDN,Indonesia,0,111.863,-7.83819,19039.1,2006-04-19,2006-04-23,News,23,240,Heavy rain,1.0,4.0,11.240544399440473
2849,0,Canada,0,-56.0469,49.7197,726.151,2006-04-18,2006-04-24,News,0,200,Heavy rain,1.0,6.0,8.379517451406858
2850,0,Malaysia,0,102.15,5.27337,2585.88,2006-04-20,2006-04-21,News,0,500,Heavy rain,2.0,1.0,8.550968335102766
2851,0,Russia,0,87.1438,50.7752,144912.1,2006-04-21,2006-05-31,News,0,420,Snowmelt,1.0,40.0,15.572762084802404
2852,0,Canada,0,-82.0874,52.5336,7029.42,2006-04-22,2006-05-31,News,0,2000,Snowmelt,2.0,39.0,13.21456830453451
2853,0,New Zealand,0,170.375,-45.6905,4629.99,2006-04-26,2006-04-28,News,0,1200,Brief torrential rain,2.0,2.0,9.826604348370624
2854,0,Papua New Guinea,0,143.697,-6.15624,4698.61,2006-04-27,2006-04-30,News,1,300,see notes,1.0,3.0,9.553634287944327
2855,FL-2006-000076-AFG,Afghanistan,0,66.833,35.6716,58309.39,2006-04-29,2006-05-01,News,9,400,Brief torrential rain,1.0,2.0,11.666665603394039
2856,0,Algeria,0,3.07187,36.0879,55687.42,2006-05-03,2006-05-08,News,6,0,Heavy rain,1.0,5.0,12.53694746005813
2857,0,Nepal,0,83.5293,28.2515,1833.14,2006-05-06,2006-05-07,News,7,0,Heavy rain,1.0,1.0,7.513785622446276
2858,FL-2006-000057-SUR,Suriname,0,-56.4844,3.41728,62043.81,2006-05-07,2006-05-29,News,3,22000,Heavy rain,2.0,22.0,14.81978566131536
2859,0,Burma,0,94.9457,18.3679,77888.81,2006-04-29,2006-05-05,News,21,800,Tropical Cyclone,1.0,6.0,13.054797045069249
2860,0,Iran,0,47.8814,38.6872,18313.13,2006-05-08,2006-05-13,News,14,2800,Heavy rain,1.0,5.0,11.424811480332139
2861,0,China,0,106.58,26.9221,175249.12,2006-04-21,2006-05-15,News,22,36900,Heavy rain,1.0,24.0,15.252017613834171
2862,0,Philippines,0,124.86,11.2409,24930.1,2006-05-11,2006-05-14,News,41,42000,Tropical Cyclone,1.0,3.0,11.222443476409117
2863,FL-2006-000065-TZA,Tanzania,0,37.2205,-3.3275,12433.37,2006-05-09,2006-05-17,News,0,19000,Heavy rain,1.0,8.0,11.507580807700947
2864,0,USA,0,-70.7895,43.1639,42910.99,2006-05-11,2006-05-22,News,1,2500,Heavy rain,2.0,11.0,13.757925702622837
2865,0,China,0,118.77,25.9707,141404.27,2006-05-18,2006-05-22,News,23,1030000,Tropical Cyclone,1.0,4.0,13.24567259112835
2866,0,Afghanistan,0,65.5588,34.5163,21480.76,2006-05-19,2006-05-23,News,9,800,Heavy rain,1.0,4.0,11.361207290867238
2867,FL-2006-000062-THA,Thailand,0,100.149,18.181,78277.05,2006-05-22,2006-06-11,News,79,2000,Monsoonal rain,2.0,20.0,14.956889189681345
2868,0,Canada,0,-118.997,50.1296,69157.08,2006-05-20,2006-05-28,News,1,400,Rain and snowmelt,1.0,8.0,13.223577259648776
2869,0,Burundi,0,29.673,-3.86267,2695.04,2006-05-17,2006-05-28,News,1,5000,Heavy rain,1.0,11.0,10.297063598331878
2870,0,Cuba,0,-82.321,23.0443,1943.12,2006-05-23,2006-05-27,News,7,0,Heavy rain,1.0,4.0,8.958344568754944
2871,0,USA,0,-88.5858,36.9628,17035.91,2006-05-25,2006-05-28,News,6,0,Brief torrential rain,1.0,3.0,10.841691036766994
2872,0,Morocco,0,-4.04668,32.1463,33213.17,2006-05-26,2006-05-28,News,6,1100,Heavy rain,2.0,2.0,11.796996124112072
2873,0,China,0,112.9,30.9231,107431.15,2006-05-24,2006-05-31,News,3,350000,Heavy rain,1.0,7.0,13.530515605303492
2874,0,USA,0,-94.7275,30.1671,39986.1,2006-05-28,2006-06-02,News,0,0,Heavy rain,2.0,5.0,12.898872265698003
2875,0,Thailand,0,100.914,15.1272,5871.7,2006-05-31,2006-05-31,News,0,0,Monsoonal rain,2.0,1e-10,-13.654804270309551
2876,0,India,0,75.2343,18.7332,394010.74,2006-05-31,2006-06-04,News,41,0,Monsoonal rain,1.0,4.0,14.270427807911693
2877,0,China,0,118.574,26.7522,76601.15,2006-05-30,2006-06-09,News,57,356000,Monsoonal rain,2.0,10.0,14.24209964222481
2878,0,India,0,76.0498,10.5443,42686.92,2006-05-25,2006-06-02,News,32,10800,Monsoonal rain,2.0,8.0,13.434236551344956
2879,FF-2006-000082-IND,India,Bangladesh,94.0245,26.5993,185348.84,2006-05-31,2006-07-24,News,21,600000,Monsoonal rain,1.0,54.0,16.11897899669357
2880,0,Canada,0,-134.805,67.9345,3213.02,2006-05-26,2006-06-02,News,0,300,Snowmelt,1.0,7.0,10.020876732863906
2881,0,USA,0,-117.219,40.8331,85035.01,2006-04-07,2006-06-03,News,0,0,Heavy rain,1.0,57.0,15.393869600859693
2882,0,USA,0,-159.327,63.2944,86843.55,2006-05-22,2006-05-29,News,0,0,Ice jam/break-up,1.0,7.0,13.31777365199089
2883,0,Russia,0,114.578,58.3325,274771.44,2006-06-04,2006-06-12,News,0,1300,Rain and snowmelt,1.0,8.0,14.603136445478052
2884,0,Poland,Slovakia,20.9315,49.5049,27577.82,2006-06-04,2006-06-06,News,0,600,Heavy rain,1.0,2.0,10.917914285998567
2885,FL-2006-000068-CHN,China,0,111.38,23.4205,4210.06,2006-06-08,2006-06-15,News,21,195500,Heavy rain,1.0,7.0,10.291142327411658
2886,0,Taiwan,0,120.786,24.0687,14311.41,2006-06-10,2006-06-13,News,1,300,Heavy rain,1.0,3.0,10.667424688859358
2887,FL-2006-000068-CHN,China,0,106.512,25.506,11678.75,2006-06-12,2006-06-16,News,52,5900,Heavy rain,1.0,4.0,10.751820591227055
2888,FL-2006-000068-CHN,China,0,112.754,26.1963,58065.33,2006-06-13,2006-06-16,News,2,50000,Heavy rain,1.0,3.0,12.06793632361779
2889,FL-2006-000068-CHN,China,0,116.866,24.7288,7858.76,2006-06-17,2006-06-19,News,2,5000,Heavy rain,1.0,2.0,9.662531292723402
2890,FF-2006-000069-IDN,Indonesia,0,120.107,-5.16666,3091.85,2006-06-19,2006-06-23,News,291,7580,Heavy rain,1.0,4.0,9.422819257360663
2891,0,Romania,0,24.1537,47.4559,5536.22,2006-06-20,2006-06-26,News,12,626,Heavy rain,1.0,6.0,10.410826705620345
2892,0,USA,0,-86.911,41.4127,6787.66,2006-06-22,2006-06-25,News,2,0,Heavy rain,1.0,3.0,9.921473825376482
2893,0,Indonesia,0,123.009,0.54501,890.878,2006-06-23,2006-06-27,News,0,5000,Heavy rain,1.0,4.0,8.178501854412051
2894,FL-2006-000096-IND,India,Nepal,83.6713,25.6151,506577.31,2006-06-24,2006-08-03,News,160,0,Monsoonal rain,1.0,40.0,16.8243116808726
2895,FL-2006-000093-USA,USA,0,-75.7832,40.4133,122594.39,2006-06-25,2006-07-01,News,11,65000,Heavy rain,2.0,6.0,14.201543192660855
2896,0,Indonesia,0,115.49,-3.28577,23710.14,2006-06-25,2006-06-29,News,26,3000,Heavy rain,1.0,4.0,11.459952444843479
2897,0,China,0,111.06,27.0606,34991.37,2006-06-25,2006-06-26,News,25,123000,Heavy rain,1.0,1.0,10.462856738639246
2898,0,China,0,108.449,26.0133,11362.69,2006-06-25,2006-06-26,News,4,5000,Heavy rain,1.0,1.0,9.338090460018096
2899,0,Honduras,0,-88.0668,14.8995,9984.92,2006-06-25,2006-07-01,News,4,1500,Heavy rain,1.0,6.0,11.000590703027846
2900,0,China,0,105.73,28.4708,109599.76,2006-06-28,2006-07-08,News,50,10000,Heavy rain,1.0,10.0,13.907175556706678
2901,FL-2006-000095-CHN,China,0,117.034,34.0401,43706.28,2006-06-28,2006-07-06,News,30,44400,Heavy rain,1.0,8.0,12.764688619532464
2902,FL-2006-000071-ROM,Romania,0,25.949,47.8042,1119.13,2006-06-30,2006-07-03,News,21,600,Heavy rain,1.0,3.0,8.118919165388613
2903,0,China,0,120.959,40.7049,32.9631,2006-06-30,2006-07-01,News,8,0,Heavy rain,1.0,1.0,3.4953887540165858
2904,0,Turkey,0,41.097,39.738,69641.37,2006-07-01,2006-07-03,News,9,0,Heavy rain,1.0,2.0,11.84426124685052
2905,FL-2006-000085-UKR,Ukraine,0,34.6157,45.0873,599.603,2006-07-02,2006-07-03,News,2,0,Heavy rain,1.0,1.0,6.396267769551483
2906,0,China,0,83.7675,43.3175,138195.36,2006-07-02,2006-07-05,News,20,16,Heavy rain,1.0,3.0,12.935035903890512
2907,0,Afghanistan,0,69.1265,35.9525,1570.85,2006-07-03,2006-07-04,News,7,0,Heavy rain,1.0,1.0,7.359372153111446
2908,0,Pakistan,0,72.6179,35.3523,1429.8,2006-07-03,2006-07-04,News,22,0,Heavy rain,1.0,1.0,7.265289853332751
2909,0,India,0,83.6477,19.1719,31360.94,2006-07-03,2006-07-08,News,33,0,Monsoonal rain,1.0,5.0,11.962756360939014
2910,FL-2006-000094-IND,India,0,72.8816,19.1028,393.774,2006-07-03,2006-07-06,News,9,0,Monsoonal rain,1.0,3.0,7.074389429331384
2911,0,India,0,71.3097,22.4114,170055.89,2006-07-04,2006-07-07,News,24,8400,Heavy rain,1.0,3.0,13.142494715375117
2912,0,China,0,99.1252,39.4326,16831.95,2006-07-06,2006-07-17,News,24,50,Heavy rain,1.0,11.0,12.128929417799075
2913,0,Cambodia,0,103.53,11.432,11616.12,2006-07-06,2006-07-07,News,0,5000,Monsoonal rain,1.0,1.0,9.36014906758973
2914,0,China,0,109.4,22.3477,20117.68,2006-07-07,2006-07-11,News,8,130000,Monsoonal rain,1.0,4.0,11.295648670533977
2915,0,Vietnam,0,105.326,22.7127,634.81,2006-07-09,2006-07-11,News,4,100,Heavy rain,1.0,2.0,7.146472922081191
2916,0,Pakistan,Afghanistan,69.9486,33.0562,6984.07,2006-07-09,2006-07-13,News,23,50,Heavy rain,1.0,4.0,10.237681481498607
2917,0,Pakistan,0,74.1578,35.2679,456.857,2006-07-11,2006-07-12,News,4,0,Heavy rain,1.0,1.0,6.1243704316431025
2918,0,Burma,0,95.0481,18.2265,154656.47,2006-07-03,2006-07-12,News,1,0,Monsoonal rain,1.0,9.0,14.146186190979103
2919,0,China,0,128.901,47.7334,1391.75,2006-07-11,2006-07-13,News,0,4000,Heavy rain,1.0,2.0,7.9314644076235625
2920,0,Chile,0,-72.642,-37.2588,5035.05,2006-07-11,2006-07-17,News,15,30000,Heavy rain,1.0,6.0,10.315938204818005
2921,FL-2006-000098-PHI,Philippines,China,112.108,24.0035,612225.68,2006-07-11,2006-07-19,News,629,2450000,Tropical Cyclone,2.0,8.0,16.097444973929594
2922,FL-2006-000092-KOR,South Korea,North Korea,127.17,37.5631,55624.82,2006-07-12,2006-07-20,News,575,65000,Monsoonal rain,1.0,8.0,13.005826325188085
2923,0,Russia,0,106.525,50.7912,22757.9,2006-07-12,2006-07-14,News,0,6000,Heavy rain,1.0,2.0,10.725814797408013
2924,0,China,0,106.588,39.0355,1726.33,2006-07-14,2006-07-17,News,1,1200,Monsoonal rain,1.0,3.0,8.552365335547341
2925,0,Nigeria,0,6.3487,6.9447,724.352,2006-07-15,2006-07-17,News,0,2000,Heavy rain,1.0,2.0,7.2784246426399495
2926,FL-2006-000102-JPN,Japan,0,136.218,35.3403,47887.9,2006-07-19,2006-07-20,News,24,6200,Heavy rain,1.0,1.0,10.776618141884486
2927,0,China,0,102.175,24.6625,1666.24,2006-07-20,2006-07-21,News,18,0,Heavy rain,1.0,1.0,7.418324869974534
2928,0,Nigeria,0,7.17056,9.08112,1851.09,2006-07-18,2006-07-20,News,4,40,Heavy rain,1.0,2.0,8.216677114317703
2929,FL-2006-000106-MRT,Mauritania,0,-15.0048,17.7499,218.833,2006-07-22,2006-07-24,News,7,1200,Heavy rain,1.0,2.0,6.08145606240428
2930,0,Japan,0,130.989,31.539,6128.86,2006-07-22,2006-07-26,News,4,4300,Heavy rain,1.0,4.0,10.107058402119248
2931,0,Pakistan,India,73.1998,34.6098,182706.86,2006-07-24,2006-08-22,News,248,0,Monsoonal rain,1.0,29.0,15.482934119540388
2932,TC-2006-000105-CHN,Philippines,China,117.284,26.394,350925.23,2006-07-24,2006-07-28,News,36,1500000,Tropical Cyclone,1.0,4.0,14.154622820932902
2933,0,Switzerland,0,7.39142,46.0415,363.573,2006-07-26,2006-07-27,News,0,3000,Heavy rain,1.0,1.0,5.895980102120362
2934,0,USA,0,-81.0925,41.5191,4721.61,2006-07-27,2006-07-30,News,1,600,Heavy rain,1.0,3.0,9.558517410780668
2935,FL-2006-000137-IND,India,Pakistan,73.8242,20.1943,681019.56,2006-07-28,2006-09-12,News,457,140000,Monsoonal rain,2.0,46.0,17.95313488423517
2936,FL-2006-000128-AFG,Afghanistan,0,69.7467,34.0789,63167.25,2006-07-30,2006-08-09,News,35,0,Heavy rain,1.0,10.0,13.35612634261641
2937,0,Philippines,0,120.74,15.862,2751.41,2006-07-30,2006-08-02,News,8,476027,Tropical Cyclone,1.0,3.0,9.01848107520174
2938,0,Pakistan,0,67.1218,25.0278,2748.04,2006-08-01,2006-08-01,News,12,0,Monsoonal rain,1.0,1e-10,-15.107207720663398
2939,0,USA,Mexico,-106.391,31.7556,3609.62,2006-07-27,2006-08-07,News,1,5000,Heavy rain,1.0,11.0,10.589253055426848
2940,FL-2006-000117-IND,India,0,81.5288,18.1046,302774.27,2006-08-01,2006-09-10,News,185,2000000,Monsoonal rain,1.0,40.0,16.309622277468986
2941,TC-2006-000116-CHN,Philippines,China,110.113,21.1117,162839.52,2006-08-02,2006-08-06,News,87,840000,Tropical Cyclone,1.0,4.0,13.386814816053759
2942,0,South Africa,0,26.2945,-33.5378,21839.56,2006-08-02,2006-08-04,News,6,3000,Heavy rain,1.0,2.0,10.684625463695696
2943,FL-2006-000112-ETH,Ethiopia,0,42.1857,9.67362,4225.43,2006-08-05,2006-08-08,News,256,10000,Heavy rain,1.0,3.0,9.447488598428574
2944,0,Somalia,0,45.445,2.66511,3845.15,2006-08-04,2006-08-09,News,0,400,Heavy rain,1.0,5.0,9.864005805316419
2945,TC-2006-000114-CHN,China,0,118.558,26.2746,191443.8,2006-08-09,2006-08-12,News,441,1600000,Tropical Cyclone,1.0,3.0,13.260961860614584
2946,FL-2006-000122-ETH,Ethiopia,0,36.2146,5.23956,15925.76,2006-08-13,2006-09-11,News,364,20000,Heavy rain,1.0,29.0,13.042989032992965
2947,FL-2006-000120-BFA,Burkina Faso,Niger,-1.02134,14.4218,2109010.65,2006-08-03,2006-10-11,News,4,70000,Heavy rain,1.0,69.0,18.795836013832048
2948,FL-2006-000136-VNM,Vietnam,0,106.149,17.7642,124537.13,2006-08-12,2006-09-02,News,42,50000,Heavy rain,1.0,21.0,14.776881621079449
2949,FL-2006-000130-KHM,Cambodia,Vietnam,104.675,11.0618,143296.13,2006-08-10,2006-11-01,News,68,33000,Monsoonal rain,1.0,83.0,16.291509214967654
2950,FL-2006-000123-SDN,Sudan,Ethiopia,34.7638,13.2129,1485582.82,2006-08-13,2006-09-26,News,40,150000,Heavy rain,1.0,44.0,17.99550735852092
2951,FL-2006-000125-THA,Thailand,0,100.017,18.7645,213081.28,2006-08-20,2006-12-13,News,195,2000000,Monsoonal rain,2.0,115.0,17.707508277069557
2952,FL-2006-000124-UGA,Uganda,0,34.2758,1.38446,4902.34,2006-08-12,2006-08-21,News,3,1680,Heavy rain,1.0,9.0,10.694692498464146
2953,0,USA,0,-147.016,62.4474,123353.8,2006-08-19,2006-08-24,News,0,150,Heavy rain,1.0,5.0,13.332249840564838
2954,FL-2006-000127-NPL,Nepal,0,81.306,28.6941,14865.98,2006-08-26,2006-09-13,News,60,80000,Monsoonal rain,2.0,18.0,13.190349598388634
2955,0,Somalia,0,45.4444,3.10436,37381.73,2006-08-24,2006-10-10,News,5,0,Monsoonal rain,1.0,47.0,14.379084963082581
2956,0,India,0,81.5174,27.5853,32712.75,2006-08-29,2006-09-04,News,42,50000,Monsoonal rain,1.0,6.0,12.18727965837581
2957,0,China,0,102.682,34.6955,16922.14,2006-08-30,2006-08-31,News,15,0,Brief torrential rain,1.0,1.0,9.736378102703975
2958,0,India,Pakistan,73.8842,32.8864,141449.13,2006-08-31,2006-09-11,News,39,3000,Monsoonal rain,1.0,11.0,14.257590698925924
2959,0,USA,0,-77.8707,34.744,4560.17,2006-09-02,2006-09-07,News,0,140,Tropical Cyclone,1.0,5.0,10.034553094949379
2960,TC-2006-000132-MEX,Mexico,0,-111.809,25.3544,25147.77,2006-09-02,2006-09-04,News,5,10000,Tropical Cyclone,1.0,2.0,10.825671684164544
2961,FL-2006-000131-BGD,Bangladesh,0,89.2727,23.2295,28078.51,2006-08-24,2006-09-20,News,0,0,Monsoonal rain,1.0,27.0,13.53859666005814
2962,FL-2006-000139-TCD,Chad,Nigeria,15.3253,10.3259,768805.99,2006-09-05,2006-10-17,News,52,20000,Heavy rain,1.0,42.0,17.290263546254398
2963,TC-2006-000138-MEX,Mexico,0,-107.039,24.4662,44308.65,2006-09-16,2006-09-18,News,4,7000,Monsoonal rain,1.0,2.0,11.392082377126178
2964,0,Vietnam,0,108.108,11.8653,34788.84,2006-09-17,2006-09-21,News,4,16000,Heavy rain,1.0,4.0,11.843346285795361
2965,0,India,Bangladesh,83.7466,19.73,606979.95,2006-09-18,2006-10-05,News,250,50000,Monsoonal rain,1.0,17.0,16.149464382250823
2966,0,USA,0,-87.6162,37.2109,146006.3,2006-09-22,2006-09-26,News,13,600,Heavy rain,1.0,4.0,13.277699411564331
2967,0,Nigeria,0,5.34617,8.16231,869.89,2006-09-12,2006-09-13,News,20,0,Brief torrential rain,1.0,1.0,6.768366766873217
2968,0,Nepal,0,85.9437,27.2573,26240.05,2006-09-25,2006-09-28,News,4,0,Monsoonal rain,1.0,3.0,11.273654437212125
2969,TC-2006-000144-PHL,Philippines,Vietnam,107.206,16.6788,69819.97,2006-09-27,2006-10-06,News,260,250000,Heavy rain,1.0,9.0,13.350899928318844
2970,FL-2006-000147-MMR,Burma,0,95.4478,19.8122,187993.81,2006-09-15,2006-10-19,News,25,10000,Monsoonal rain,1.0,34.0,15.670524840354275
2971,0,China,0,102.644,23.3406,24766.33,2006-10-06,2006-10-12,News,16,20000,Heavy rain,1.0,6.0,11.908999817633699
2972,0,Greece,0,23.652,40.7638,17966.86,2006-10-08,2006-10-12,News,0,3000,Heavy rain,2.0,4.0,11.875725770518823
2973,0,USA,0,-145.994,60.8752,51559.62,2006-10-09,2006-10-14,News,0,100,Heavy rain,1.0,5.0,12.45993199940576
2974,FL-2006-000147-THA,Thailand,0,103.609,16.1377,174277.88,2006-10-10,2006-11-04,News,0,0,Monsoonal rain,1.0,25.0,15.287282140692335
2975,0,USA,0,-95.2917,29.7836,35644.75,2006-10-15,2006-11-01,News,4,0,Heavy rain,1.0,17.0,13.314570493976953
2976,FL-2006-000159-KEN,Kenya,0,40.005,-3.23915,12731.58,2006-10-15,2006-10-26,News,6,2000,Heavy rain,1.0,11.0,11.849736072908838
2977,0,Canada,0,-71.333,45.8128,16765.77,2006-10-21,2006-10-24,News,0,500,Heavy rain,1.0,3.0,10.825706875532523
2978,0,Spain,Portugal,-7.8677,41.6506,155288.1,2006-10-22,2006-11-08,News,4,300,Heavy rain,1.0,17.0,14.786250724371698
2979,FL-2006-000161-SOM,Kenya,Somalia,39.7224,0.781782,950041.45,2006-10-23,2007-01-04,News,150,700000,Heavy rain,1.0,73.0,18.054720335352233
2980,0,Malaysia,0,100.514,5.77177,16296.15,2006-10-20,2006-11-01,News,1,1500,Heavy rain,1.0,12.0,12.183590812365091
2981,0,Philippines,0,125.834,7.61046,3683.47,2006-10-21,2006-10-27,News,1,40000,Heavy rain,1.0,6.0,10.003369990889903
2982,0,Mexico,0,-107.535,24.926,54978.54,2006-10-25,2006-10-28,News,0,20000,Heavy rain,1.0,3.0,12.013310494923804
2983,0,UK,0,-4.18243,57.7042,2299.58,2006-10-26,2006-10-28,News,1,300,Heavy rain,2.0,2.0,9.126776137666482
2984,FL-2006-000155-LKA,Sri Lanka,0,80.0313,7.32364,6983.94,2006-10-26,2006-11-20,News,52,88000,Monsoonal rain,1.0,25.0,12.070244331285444
2985,0,India,0,79.9324,14.1349,40094.93,2006-10-26,2006-11-04,News,47,225000,Monsoonal rain,1.0,9.0,12.796229748722226
2986,FL-2006-000157-ETH,Ethiopia,Somalia,44.6043,4.63506,504018.95,2006-10-27,2006-12-25,News,132,410000,Heavy rain,2.0,59.0,17.901053770018688
2987,FL-2006-000156-TUR,Turkey,Syria,39.6462,37.643,122344.52,2006-10-27,2006-11-07,News,46,63000,Heavy rain,2.0,11.0,14.805638731687843
2988,TC-2006-000153-PHL,Philippines,0,121.805,17.262,23984.7,2006-10-30,2006-11-01,News,19,300000,Heavy rain,1.0,2.0,10.7783185866005
2989,0,Iraq,0,44.8108,36.2336,19956.32,2006-11-05,2006-11-07,News,20,18000,Heavy rain,1.0,2.0,10.594448344689921
