,Economics,Governance,Social,Capacity,Ecosystem,Exposure,Food,Habitat,Health,Infrastructure,Sensitivity,Magnitude,Population,Population Density (People per Sq. Km.),"Net international migrants, both sexes",Febuary,March,April,May,June,July,August,September,October,November,December,Storms,DamBreak,Rain,Melting,TidesTsunami,binnedIDPs
1358,0.411734635323209,0.384274699969158,0.303441748309203,0.469901653472529,0.462698403797871,0.487395913866536,0.37298033457831,0.526911507996757,0.37254333183552,0.177502527598761,0.198773362470003,14.838735675113451,127294489,65.5,-92432,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,high
1359,0.411734635323209,0.384274699969158,0.303441748309203,0.469901653472529,0.462698403797871,0.487395913866536,0.37298033457831,0.526911507996757,0.37254333183552,0.177502527598761,0.198773362470003,14.838735675113451,127294489,65.5,-92432,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,med
1360,0.411734635323209,0.384274699969158,0.303441748309203,0.469901653472529,0.462698403797871,0.487395913866536,0.37298033457831,0.526911507996757,0.37254333183552,0.177502527598761,0.198773362470003,14.838735675113451,127294489,65.5,-92432,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,low
1361,0.411734635323209,0.384274699969158,0.303441748309203,0.469901653472529,0.462698403797871,0.487395913866536,0.37298033457831,0.526911507996757,0.37254333183552,0.177502527598761,0.198773362470003,14.838735675113451,127294489,65.5,-92432,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,low
1362,0.411734635323209,0.384274699969158,0.303441748309203,0.469901653472529,0.462698403797871,0.487395913866536,0.37298033457831,0.526911507996757,0.37254333183552,0.177502527598761,0.198773362470003,14.838735675113451,127294489,65.5,-92432,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,med
1363,0.401713990037447,0.381801544286152,0.309058188836,0.470482451550162,0.463108739356028,0.487395913866536,0.37975787713632,0.526327699929228,0.368355716781067,0.173246993377025,0.197493512003919,13.996017168739666,128092570,65.9,-94325,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,low
1364,0.401713990037447,0.381801544286152,0.309058188836,0.470482451550162,0.463108739356028,0.487395913866536,0.37975787713632,0.526327699929228,0.368355716781067,0.173246993377025,0.197493512003919,13.996017168739666,128092570,65.9,-94325,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,low
1365,0.401713990037447,0.381801544286152,0.309058188836,0.470482451550162,0.463108739356028,0.487395913866536,0.37975787713632,0.526327699929228,0.368355716781067,0.173246993377025,0.197493512003919,13.996017168739666,128092570,65.9,-94325,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,med
1366,0.401713990037447,0.366509528635434,0.312990045192749,0.470482451550162,0.46067262379527,0.487395913866536,0.379173895830069,0.525700522317197,0.368355716781067,0.173246993377025,0.195669874764399,11.989884474381256,128569498,66.1,-96216,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,med
1367,0.401713990037447,0.366509528635434,0.312990045192749,0.470482451550162,0.46067262379527,0.487395913866536,0.379173895830069,0.525700522317197,0.368355716781067,0.173246993377025,0.195669874764399,11.989884474381256,128569498,66.1,-96216,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,low
